id,name,type,description,clientDescription,muscleGroup,equipment,videoUrl,imageUrl,gifUrl,tags,isPublic,createdAt
"cmt1wcjvc000c9yldxsamglp5","Peso muerto","STRENGTH","Ejercicio de espalda tipo strength. Requiere barra.","De pie con la barra frente a los pies, inclinate hacia adelante manteniendo la espalda recta y levantá la barra extendiendo caderas y rodillas al mismo tiempo.","Espalda","Barra",,,,"[""peso muerto"",""espalda"",""compound""]","true","2026-08-20T19:11:37.368Z"
"cmt1wcjz8000d9yldoxq3copr","Hiperextensiones","STRENGTH","Ejercicio de espalda tipo strength. Requiere banco.","Acostado boca abajo en el banco de hiperextensiones con las caderas en el borde, bajá el torso hacia abajo y levantalo extendiendo la espalda baja.","Espalda","Banco",,,,"[""hiperextensiones"",""espalda baja"",""aislado""]","true","2026-08-20T19:11:37.508Z"
"cmt1wck2g000e9yld4xr43xd3","Press militar","STRENGTH","Ejercicio de hombros tipo strength. Requiere barra.","De pie o sentado con la barra a la altura de los hombros, empujá la barra hacia arriba hasta extender completamente los brazos. Bajá controladamente.","Hombros","Barra",,,,"[""press"",""hombros"",""compound""]","true","2026-08-20T19:11:37.624Z"
"cmt1wck53000f9yldicxxtjqj","Press con mancuernas","STRENGTH","Ejercicio de hombros tipo strength. Requiere mancuernas.","Sentado con mancuernas a la altura de los hombros, empujá hacia arriba hasta que las mancuernas casi se toquen. Bajá controladamente.","Hombros","Mancuernas",,,,"[""press"",""hombros"",""compound""]","true","2026-08-20T19:11:37.719Z"
"cmt1wck7k000g9ylds1f74e5f","Elevaciones laterales","STRENGTH","Ejercicio de hombros tipo strength. Requiere mancuernas.","De pie con mancuernas a los costados, elevá los brazos lateralmente hasta la altura de los hombros. Bajá lentamente. Mantené un leve flexión en los codos.","Hombros","Mancuernas",,,,"[""elevaciones"",""hombros"",""aislado""]","true","2026-08-20T19:11:37.808Z"
"cmt1wck9u000h9yldighc12y4","Elevaciones frontales","STRENGTH","Ejercicio de hombros tipo strength. Requiere mancuernas.","De pie con mancuernas frente a los muslos, elevá un brazo hacia adelante hasta la altura del hombro. Bajá y alterná con el otro brazo.","Hombros","Mancuernas",,,,"[""elevaciones"",""hombros"",""aislado""]","true","2026-08-20T19:11:37.890Z"
"cmt1wckc5000i9yldnlyofvjc","Pájaro","STRENGTH","Ejercicio de hombros tipo strength. Requiere mancuernas.","Inclinado hacia adelante con el torso casi paralelo al piso, elevá las mancuernas lateralmente con los codos ligeramente flexionados. Apretá los omóplatos.","Hombros","Mancuernas",,,,"[""pajaro"",""hombros"",""posterior""]","true","2026-08-20T19:11:37.974Z"
"cmt1wckek000j9yldeplkioi0","Face pull","STRENGTH","Ejercicio de hombros tipo strength. Requiere polea.","Con la polea a la altura de la cara y una cuerda, tirá hacia tu cara separando los codos y llevándolos hacia atrás. Apretá los omóplatos al final.","Hombros","Polea",,,,"[""face pull"",""hombros"",""posterior""]","true","2026-08-20T19:11:38.060Z"
"cmt1wckgy000k9yld3uhbxcmz","Curl con barra","STRENGTH","Ejercicio de bíceps tipo strength. Requiere barra.","De pie con la barra frente a los muslos, flexioná los codos llevando la barra hacia los hombros. Bajá controladamente sin dejar que los codos se muevan.","Bíceps","Barra",,,,"[""curl"",""biceps"",""aislado""]","true","2026-08-20T19:11:38.147Z"
"cmt1wcklw000m9yldbrf2c6vc","Curl martillo","STRENGTH","Ejercicio de bíceps tipo strength. Requiere mancuernas.","Igual que el curl con mancuernas pero con las palmas mirando hacia adentro (agarre neutro). Trabaja más el braquial.","Bíceps","Mancuernas",,,,"[""curl"",""biceps"",""martillo""]","true","2026-08-20T19:11:38.325Z"
"cmt1wckot000n9yldmfjl6fpj","Curl en predicador","STRENGTH","Ejercicio de bíceps tipo strength. Requiere barra.","Sentado en el banco predicador con los brazos apoyados en la almohadilla, flexioná los codos llevando la barra hacia los hombros. Bajá hasta extender casi por completo.","Bíceps","Barra",,,,"[""curl"",""biceps"",""predicador""]","true","2026-08-20T19:11:38.429Z"
"cmt1wckrp000o9yldwght3fhg","Curl concentrado","STRENGTH","Ejercicio de bíceps tipo strength. Requiere mancuerna.","Sentado en un banco con las piernas abiertas, apoyá el codo en el interior del muslo y flexioná la mancuerna hacia el hombro. Bajá lentamente.","Bíceps","Mancuerna",,,,"[""curl"",""biceps"",""concentrado""]","true","2026-08-20T19:11:38.533Z"
"cmt1wcku0000p9yldlixr5utq","Press francés","STRENGTH","Ejercicio de tríceps tipo strength. Requiere barra.","Acostado en banco plano con la barra sostenida sobre el pecho, bajá la barra hacia la frente flexionando solo los codos. Extendé los brazos para volver.","Tríceps","Barra",,,,"[""press frances"",""triceps"",""aislado""]","true","2026-08-20T19:11:38.616Z"
"cmt1wckwc000q9yldx9h39v95","Extensiones en polea","STRENGTH","Ejercicio de tríceps tipo strength. Requiere polea.","Con la polea alta y una cuerda o barra, flexioná los codos llevando las manos hacia la frente y luego extendé hacia abajo apretando los tríceps.","Tríceps","Polea",,,,"[""extensiones"",""triceps"",""aislado""]","true","2026-08-20T19:11:38.700Z"
"cmt1wckyn000r9yldoso60map","Fondos","STRENGTH","Ejercicio de tríceps tipo strength. Requiere paralelas.","Colgado de las paralelas con el torso vertical, bajá flexionando los codos hasta que los hombros estén por debajo. Subí empujando con los tríceps.","Tríceps","Paralelas",,,,"[""fondos"",""triceps"",""compound""]","true","2026-08-20T19:11:38.784Z"
"cmt1wcl10000s9yld7y30wfz3","Patada de tríceps","STRENGTH","Ejercicio de tríceps tipo strength. Requiere mancuerna.","Inclinado hacia adelante con una mancuerna en la mano, llevá el codo hacia arriba y extendé el brazo hacia atrás apretando el tríceps. Bajá lentamente.","Tríceps","Mancuerna",,,,"[""patada"",""triceps"",""aislado""]","true","2026-08-20T19:11:38.868Z"
"cmt1wcl3l000t9yldu1yg9vwg","Sentadilla","STRENGTH","Ejercicio de cuádriceps tipo strength. Requiere barra.","Con la barra sobre los trapecios, bajá flexionando rodillas y caderas hasta que los muslos estén paralelos al suelo. Mantené la espalda recta y subí empujando con los talones.","Cuádriceps","Barra",,,,"[""sentadilla"",""piernas"",""compound""]","true","2026-08-20T19:11:38.961Z"
"cmt1wcl5x000u9yldgor2pof3","Sentadilla frontal","STRENGTH","Ejercicio de cuádriceps tipo strength. Requiere barra.","Con la barra apoyada en los hombros delante del cuello (agarre de clean), bajá en sentadilla manteniendo el torso más vertical. Enfoca más los cuádriceps.","Cuádriceps","Barra",,,,"[""sentadilla"",""piernas"",""frontal""]","true","2026-08-20T19:11:39.045Z"
"cmt1wcl8b000v9yldckgmn8x9","Prensa","STRENGTH","Ejercicio de cuádriceps tipo strength. Requiere máquina.","Sentado en la máquina de prensa con los pies en la plataforma a la altura de los hombros, empujá extendiendo las piernas sin bloquear las rodillas. Bajá controladamente.","Cuádriceps","Máquina",,,,"[""prensa"",""piernas"",""compound""]","true","2026-08-20T19:11:39.131Z"
"cmt1wclaq000w9yldzyk12ehl","Extensión de cuádriceps","STRENGTH","Ejercicio de cuádriceps tipo strength. Requiere máquina.","Sentado en la máquina con los tobillos debajo del rodillo, extendé las rodillas hasta enderezar las piernas. Bajá lentamente sin dejar que el peso toque.","Cuádriceps","Máquina",,,,"[""extensiones"",""cuadriceps"",""aislado""]","true","2026-08-20T19:11:39.218Z"
"cmt1wcld1000x9yldxuasbajt","Curl femoral","STRENGTH","Ejercicio de femoral tipo strength. Requiere máquina.","Acostado boca abajo en la máquina con los talones debajo del rodillo, flexioná las rodillas llevando los talones hacia los glúteos. Bajá controladamente.","Femoral","Máquina",,,,"[""curl"",""femoral"",""aislado""]","true","2026-08-20T19:11:39.302Z"
"cmt1wclfh000y9yld4t5dr1qb","Peso muerto rumano","STRENGTH","Ejercicio de femoral tipo strength. Requiere barra.","De pie con la barra frente a los muslos, inclinate hacia adelante desde las caderas manteniendo las piernas casi rectas y la espalda recta. Bajá hasta sentir el estiramiento en los isquiotibiales.","Femoral","Barra",,,,"[""peso muerto"",""femoral"",""rumano""]","true","2026-08-20T19:11:39.389Z"
"cmt1wclhu000z9yld35gmwna8","Hip thrust","STRENGTH","Ejercicio de glúteos tipo strength. Requiere barra.","Con la espalda apoyada en un banco y la barra sobre las caderas, empujá las caderas hacia arriba apretando los glúteos hasta que el torso quede paralelo al piso. Bajá controladamente.","Glúteos","Barra",,,,"[""hip thrust"",""gluteos"",""compound""]","true","2026-08-20T19:11:39.474Z"
"cmt1wclk600109ylda2zsqp9r","Elevación de talones","STRENGTH","Ejercicio de pantorrilla tipo strength. Requiere máquina.","De pie en la máquina de pantorrillas con los hombros bajo el soporte, subí los talones lo más alto posible apretando las pantorrillas. Bajá hasta sentir el estiramiento.","Pantorrilla","Máquina",,,,"[""elevacion"",""pantorrilla"",""aislado""]","true","2026-08-20T19:11:39.558Z"
"cmt1wclmj00119yldiimvxlew","Plancha","STRENGTH","Ejercicio de core tipo strength. Requiere peso corporal.","Apoyado en antebrazos y puntas de los pies, mantené el cuerpo en línea recta desde la cabeza hasta los talones. Contraé el abdomen y las nalgas. Mantené la posición.","Core","Peso corporal",,,,"[""plancha"",""core"",""isometrico""]","true","2026-08-20T19:11:39.644Z"
"cmt1wcloz00129yldv3q1q1xf","Crunch","STRENGTH","Ejercicio de core tipo strength. Requiere peso corporal.","Acostado boca arriba con rodillas flexionadas y pies en el suelo, elevá los hombros del suelo contrayendo el abdomen. No tires del cuello. Bajá lentamente.","Core","Peso corporal",,,,"[""crunch"",""abdominales"",""aislado""]","true","2026-08-20T19:11:39.731Z"
"cmt1wclrc00139yldadw7gupn","Elevación de piernas","STRENGTH","Ejercicio de core tipo strength. Requiere banco.","Acostado en un banco plano, agarrá el borde del banco y elevá las piernas rectas hacia arriba hasta formar un ángulo de 90° con el torso. Bajá controladamente.","Core","Banco",,,,"[""elevacion"",""abdominales"",""aislado""]","true","2026-08-20T19:11:39.817Z"
"cmt1wclts00149yldci3unc7g","Russian twist","STRENGTH","Ejercicio de core tipo strength. Requiere peso corporal.","Sentado en el suelo con las piernas flexionadas y elevadas, inclinate ligeramente hacia atrás y girá el torso de un lado al otro tocando el suelo a cada lado.","Core","Peso corporal",,,,"[""russian twist"",""oblicuos"",""aislado""]","true","2026-08-20T19:11:39.905Z"
"cmt1wclyo00169yldmv5lfnfo","Carrera en cinta","CARDIO","Ejercicio de full body tipo cardio. Requiere cinta.","Corré sobre la cinta a un ritmo constante. Mantené una zancada natural y los brazos flexionados a 90°. Ajustá velocidad e inclinación progresivamente.","Full body","Cinta",,,,"[""cardio"",""cinta"",""running""]","true","2026-08-20T19:11:40.080Z"
"cmt1wcm1000179yldfq7aarqp","Elíptica","CARDIO","Ejercicio de full body tipo cardio. Requiere elíptica.","Sobre la elíptica, mové brazos y piernas en sincronía. Mantené la espalda recta, el core activado y una cadencia constante.","Full body","Elíptica",,,,"[""cardio"",""eliptica"",""bajo impacto""]","true","2026-08-20T19:11:40.164Z"
"cmt1wcm3c00189yldiob861cg","Bicicleta estática","CARDIO","Ejercicio de piernas tipo cardio. Requiere bicicleta.","Pedaleá sobre la bicicleta estática manteniendo una cadencia constante. Ajustá la resistencia según tu nivel. Mantené la espalda apoyada en el respaldo.","Piernas","Bicicleta",,,,"[""cardio"",""bicicleta"",""bajo impacto""]","true","2026-08-20T19:11:40.249Z"
"cmt1wcm5r00199yld2gmwylbq","Remo","CARDIO","Ejercicio de full body tipo cardio. Requiere remo.","Sentado en la máquina de remo, agarrá el mango con ambas manos. Extendé las piernas y tirá el mango hacia ti llevando los codos atrás. Volvé controladamente.","Full body","Remo",,,,"[""cardio"",""remo"",""full body""]","true","2026-08-20T19:11:40.335Z"
"cmt1wcm82001a9yldy1j4aa85","Saltar la soga","CARDIO","Ejercicio de full body tipo cardio. Requiere soga.","Con la soga detrás de los pies, saltá sobre ella girando las muñecas. Mantené los codos cerca del cuerpo y saltá solo lo necesario para pasar la soga.","Full body","Soga",,,,"[""cardio"",""soga"",""plyometrico""]","true","2026-08-20T19:11:40.418Z"
"cmt1wcmai001b9yldunrkznuj","Burpees","CARDIO","Ejercicio de full body tipo cardio. Requiere peso corporal.","Desde de pie, bajá a posición de plank, hacé una flexión, saltá los pies hacia las manos y terminá con un salto vertical con los brazos arriba. Repetí fluidamente.","Full body","Peso corporal",,,,"[""cardio"",""burpees"",""hiit""]","true","2026-08-20T19:11:40.506Z"
"cmt1wcmcv001c9yldhq5jad08","Escaladores","CARDIO","Ejercicio de full body tipo cardio. Requiere peso corporal.","En posición de plank, llevá alternadamente las rodillas hacia el pecho a ritmo rápido como si estuvieras corriendo en el lugar. Mantené la cadera baja y estable.","Full body","Peso corporal",,,,"[""cardio"",""escaladores"",""hiit""]","true","2026-08-20T19:11:40.592Z"
"cmt1wcmfa001d9yldl65t1zzj","Sprint","CARDIO","Ejercicio de piernas tipo cardio. Requiere pista.","Corré a máxima velocidad durante una distancia corta (20-100 metros). Mantené una zancada larga y los brazos impulsando fuerte. Recuperate caminando entre series.","Piernas","Pista",,,,"[""cardio"",""sprint"",""running""]","true","2026-08-20T19:11:40.679Z"
"cmt1wcmhm001e9yldn2fa0wjp","Zancadas dinámicas","CARDIO","Ejercicio de piernas tipo cardio. Requiere peso corporal.","Dando pasos largos hacia adelante, alterná piernas bajando la rodilla trasera casi hasta el suelo. Mantené el torso erguido y el core activado.","Piernas","Peso corporal",,,,"[""cardio"",""zancadas"",""dinamico""]","true","2026-08-20T19:11:40.763Z"
"cmt1wcmjy001f9yld50nudphn","Kettlebell swing","FUNCTIONAL","Ejercicio de full body tipo functional. Requiere kettlebell.","De pie con los pies más anchos que los hombros, agarrá la kettlebell con ambas manos. Inclinate hacia adelante llevándola entre las piernas y luego extendé las caderas explosivamente para llevarla a la altura del pecho.","Full body","Kettlebell",,,,"[""kettlebell"",""swing"",""posterior""]","true","2026-08-20T19:11:40.847Z"
"cmt1wcmmh001g9yldfaxhcjkl","Turkish get-up","FUNCTIONAL","Ejercicio de full body tipo functional. Requiere kettlebell.","Acostado con una kettlebell extendida sobre el hombro, levantate del suelo pasando por varias posiciones (plancha, rodilla, de pie) sin dejar caer el brazo. Bajá por el mismo camino.","Full body","Kettlebell",,,,"[""kettlebell"",""get up"",""movilidad""]","true","2026-08-20T19:11:40.937Z"
"cmt1wcmot001h9yldvf9zoght","Lunges con rotación","FUNCTIONAL","Ejercicio de core tipo functional. Requiere mancuerna.","Dá un paso largo hacia adelante en zancada y al bajar, rotá el torso hacia la pierna de adelante. Volvé al centro y alterná piernas.","Core","Mancuerna",,,,"[""lunge"",""rotacion"",""funcional""]","true","2026-08-20T19:11:41.022Z"
"cmt1wcmra001i9yldn17os8vx","Desplantes laterales","FUNCTIONAL","Ejercicio de piernas tipo functional. Requiere peso corporal.","De pie, dá un paso largo hacia un costado manteniendo la otra pierna recta. Bajá la cadera hacia abajo y empujá para volver. Alterná lados.","Piernas","Peso corporal",,,,"[""desplante"",""lateral"",""funcional""]","true","2026-08-20T19:11:41.111Z"
"cmt1wcmto001j9yld1epg2ogf","Thrusters","FUNCTIONAL","Ejercicio de full body tipo functional. Requiere barra.","Con la barra en posición de front squat, hacé una sentadilla completa y al subir empujá la barra hacia arriba en un press de hombros. Bajá controladamente.","Full body","Barra",,,,"[""thrusters"",""full body"",""crossfit""]","true","2026-08-20T19:11:41.196Z"
"cmt1wcmw3001k9yldt3534hkj","Clean and press","FUNCTIONAL","Ejercicio de full body tipo functional. Requiere barra.","Desde el suelo, levantá la barra explosivamente hasta los hombros en posición de front squat (clean) y luego empujá hacia arriba (press). Bajá controladamente.","Full body","Barra",,,,"[""clean"",""press"",""olimpico""]","true","2026-08-20T19:11:41.284Z"
"cmt1wcmye001l9yldl3xayb2u","Snatch","FUNCTIONAL","Ejercicio de full body tipo functional. Requiere barra.","Levantá la barra del suelo hasta por encima de la cabeza en un solo movimiento explosivo, recibiéndola con los brazos extendidos. Requiere técnica avanzada.","Full body","Barra",,,,"[""snatch"",""olimpico"",""potencia""]","true","2026-08-20T19:11:41.367Z"
"cmt1wcn0r001m9yldl9y8g9pb","Wall ball","FUNCTIONAL","Ejercicio de full body tipo functional. Requiere balón.","Con un balón medicinal en el pecho, hacé una sentadilla completa y al subir lanzá el balón hacia arriba contra la pared. Atrapá el balón al bajar y repetí.","Full body","Balón",,,,"[""wall ball"",""crossfit"",""full body""]","true","2026-08-20T19:11:41.452Z"
"cmt1wcn3b001n9yldtne37wpy","Box jump","FUNCTIONAL","Ejercicio de piernas tipo functional. Requiere cajón.","Frente a una caja pliométrica, flexioná ligeramente las rodillas y saltá sobre la caja aterrizando con ambos pies y extendiendo las caderas. Bajá caminando o saltando.","Piernas","Cajón",,,,"[""box jump"",""plyometrico"",""piernas""]","true","2026-08-20T19:11:41.543Z"
"cmt1wcn5n001o9yldtplepaaj","Farmer walk","FUNCTIONAL","Ejercicio de full body tipo functional. Requiere mancuernas.","De pie con mancuernas pesadas en cada mano, caminá manteniendo los hombros hacia atrás, el core apretado y una postura erguida. Recorré una distancia determinada.","Full body","Mancuernas",,,,"[""farmer walk"",""agarre"",""core""]","true","2026-08-20T19:11:41.628Z"
"cmt1wco5c00239yldm6ht9wfl","Estiramiento de pantorrilla","STRETCHING","Ejercicio de pantorrilla tipo stretching. Requiere peso corporal.","De pie frente a una pared, dá un paso atrás con una pierna y mantené el talón en el suelo. Inclinate hacia la pared sintiendo el estiramiento en la pantorrilla de atrás.","Pantorrilla","Peso corporal",,,,"[""estiramiento"",""pantorrilla"",""flexibilidad""]","true","2026-08-20T19:11:42.912Z"
"cmt1wcnvl001z9yld17a5x2pw","Estiramiento de isquiotibiales","STRETCHING","Ejercicio de femoral tipo stretching. Requiere peso corporal.","Sentado con una pierna extendida y la otra flexionada con el pie contra el muslo interno, inclinate hacia adelante intentando tocar los dedos del pie extendido. Mantené la espalda recta.","Femoral","Peso corporal",,,,"[""estiramiento"",""isquiotibiales"",""flexibilidad""]","true","2026-08-20T19:11:42.561Z"
"cmt1wcn7z001p9yldw0y2ziaq","Sled push","FUNCTIONAL","Ejercicio de piernas tipo functional. Requiere trineo.","Con las manos en el trineo cargado, empujá con las piernas manteniendo los brazos extendidos y la espalda recta. Empujá el trineo a lo largo de la distancia indicada.","Piernas","Trineo",,,,"[""sled"",""empuje"",""piernas""]","true","2026-08-20T19:11:41.712Z"
"cmt1wcnco001r9ylda12u9yjr","Puentes","MOBILITY","Ejercicio de core tipo mobility. Requiere peso corporal.","Acostado boca arriba con las rodillas flexionadas y pies en el suelo, elevá las caderas hacia arriba apretando los glúteos. Mantené la posición unos segundos y bajá.","Core","Peso corporal",,,,"[""puente"",""movilidad"",""core""]","true","2026-08-20T19:11:41.880Z"
"cmt1wcney001s9ylddd50d0ot","Gato-vaca","MOBILITY","Ejercicio de espalda tipo mobility. Requiere peso corporal.","A cuatro patas, arqueá la espalda hacia arriba metiendo el ombligo (gato) y luego arqueá hacia abajo mirando hacia arriba (vaca). Movete lentamente entre ambas posiciones.","Espalda","Peso corporal",,,,"[""gato vaca"",""movilidad"",""espalda""]","true","2026-08-20T19:11:41.963Z"
"cmt1wcnha001t9yld5henq82p","Rotación de cadera","MOBILITY","Ejercicio de cadera tipo mobility. Requiere peso corporal.","A cuatro patas, llevá una rodilla hacia adelante y rotá la cadera abriendo la pierna hacia afuera. Volvé al centro y alterná. Sentí el estiramiento en la cadera.","Cadera","Peso corporal",,,,"[""rotacion"",""cadera"",""movilidad""]","true","2026-08-20T19:11:42.047Z"
"cmt1wcnjr001u9yldkjwlnzy3","Foam rolling","MOBILITY","Ejercicio de full body tipo mobility. Requiere foam roller.","Acostado sobre el foam roller, ruedá lentamente por la zona muscular que querés liberar. Cuando encontrés un punto doloroso, detenete y mantené la presión unos segundos.","Full body","Foam roller",,,,"[""foam roller"",""movilidad"",""recuperacion""]","true","2026-08-20T19:11:42.136Z"
"cmt1wcnm4001v9yld6f6c1m1u","Dislocaciones con palo","MOBILITY","Ejercicio de hombros tipo mobility. Requiere palo.","De pie con un palo o banda elástica, agarrá con las manos amplias y llevá el palo por encima de la cabeza y detrás de la espalda. Volvé al frente. Ampliá el agarre progresivamente.","Hombros","Palo",,,,"[""dislocaciones"",""hombros"",""movilidad""]","true","2026-08-20T19:11:42.221Z"
"cmt1wcnoj001w9yld3kzzr4m2","Movilidad de tobillos","MOBILITY","Ejercicio de tobillos tipo mobility. Requiere peso corporal.","De pie frente a una pared, apoyá las manos y llevá una rodilla hacia la pared manteniendo el talón en el suelo. Sentí el estiramiento en el tobillo y la pantorrilla.","Tobillos","Peso corporal",,,,"[""tobillos"",""movilidad"",""calentamiento""]","true","2026-08-20T19:11:42.307Z"
"cmt1wcnqu001x9yld7sy1ikhw","Thoracic rotation","MOBILITY","Ejercicio de espalda tipo mobility. Requiere peso corporal.","A cuatro patas con una mano detrás de la cabeza, rotá el torso abriendo el codo hacia arriba. Volvé al centro y repetí. Enfoca la rotación de la columna torácica.","Espalda","Peso corporal",,,,"[""toracica"",""rotacion"",""movilidad""]","true","2026-08-20T19:11:42.390Z"
"cmt1wcnt7001y9yld7msfz378","90/90 stretch","MOBILITY","Ejercicio de cadera tipo mobility. Requiere peso corporal.","Sentado en el suelo con ambas piernas en ángulo de 90° (una adelante, una atrás), inclinate hacia adelante sobre la pierna delantera. Mantené la espalda recta.","Cadera","Peso corporal",,"https://cultivafitness.app/images/ejercicios/Rehabilitaci%C3%B3n%20y%20correctivos/cadera/Rotaciones%20a%2090%C2%BA.jpeg",,"[""90 90"",""cadera"",""movilidad""]","true","2026-08-20T19:11:42.475Z"
"cmt1wcny100209yldz5j5dx4j","Estiramiento de pectorales","STRETCHING","Ejercicio de pecho tipo stretching. Requiere peso corporal.","De pie junto a una pared o marco de puerta, colocá el antebrazo en la pared con el codo a la altura del hombro. Girá el torso hacia el lado opuesto sentí el estiramiento en el pecho.","Pecho","Peso corporal",,,,"[""estiramiento"",""pectorales"",""flexibilidad""]","true","2026-08-20T19:11:42.649Z"
"cmt1wco0e00219ylda8s3o89y","Estiramiento de cuádriceps","STRETCHING","Ejercicio de cuádriceps tipo stretching. Requiere peso corporal.","De pie, agarrá el tobillo con la mano del mismo lado y llevá el talón hacia los glúteos. Mantené las rodillas juntas y el torso erguido.","Cuádriceps","Peso corporal",,,,"[""estiramiento"",""cuadriceps"",""flexibilidad""]","true","2026-08-20T19:11:42.735Z"
"cmt1wco7p00249yldnnoisjky","Estiramiento de cadera","STRETCHING","Ejercicio de cadera tipo stretching. Requiere peso corporal.","De rodillas, llevá una pierna hacia adelante en ángulo de 90° y estirá la otra hacia atrás. Inclinate hacia adelante sintiendo el estiramiento en la cadera delantera.","Cadera","Peso corporal",,,,"[""estiramiento"",""cadera"",""flexibilidad""]","true","2026-08-20T19:11:42.998Z"
"cmt1wcoci00269yldf9jf6t70","Mariposa","STRETCHING","Ejercicio de cadera tipo stretching. Requiere peso corporal.","Sentado en el suelo con las plantas de los pies juntas y las rodillas hacia afuera, agarrá los tobillos y empujá suavemente las rodillas hacia el suelo con los codos.","Cadera","Peso corporal",,,,"[""mariposa"",""aductores"",""flexibilidad""]","true","2026-08-20T19:11:43.170Z"
"cmt1wcof100279yld41nk837x","Postura del niño","STRETCHING","Ejercicio de espalda tipo stretching. Requiere peso corporal.","Arrodillado con las rodillas separadas y los glúteos sobre los talones, inclinate hacia adelante extendiendo los brazos y apoyando la frente en el suelo. Relajá la espalda completamente.","Espalda","Peso corporal",,,,"[""yoga"",""espalda"",""relajacion""]","true","2026-08-20T19:11:43.261Z"
"cmt1wco2r00229yld2dqauo9t","Estiramiento de hombros","STRETCHING","Ejercicio de hombros tipo cooldown. Requiere peso corporal.","Llevá un brazo horizontalmente frente al pecho y sujetálo con el otro brazo. Mantené el estiramiento 20-30 segundos. Relajá los hombros.","Hombros","Peso corporal",,,,"[""estiramiento"",""hombros"",""vuelta a la calma""]","true","2026-08-20T19:11:42.819Z"
